Store,email
Matthews Gate Medical Clinic,mbloodworth@bayshore.ca
TSI'Nu:Yoyantle'Na'Tuhuwatisni,mcarr@pinecrestnh.ca
Mount Pleasant Pharmacy,mcarroll@stthomas.ca
Maximum Physiotherapy,mcconnellpharmacist@lovelldrugs.com
Bayshore Home Health - London Branch,mcdu.ultrasound@bell.net
Pinecrest Nursing Home - Bobcaygeon,mcgarrell@reveraliving.com
Valleyview Home Long-Term Care,mcgregordrugs@hotmail.com
Fullerton Drug Store - Cornwall - McConnell Ave,mcitypharma@gmail.com
Fullerton Drug Store - Cornwall - McConnell Ave,mcknightspharmacy@gmail.com
MCDU Ultrasound - Mobile Ultrasound,mclarenpharmacydigital@gmail.com
McGarrell Place,mcneil.parkdale@gmail.com
McGregor Pharmacy,mconphysio@gmail.com
Majestic City Pharmacy,mdapharmacy@yahoo.com
McKnight's Pharmacy,mdhinfodesk@haltonhealthcare.on.ca
Conestoga Physiotherapy Clinic,mdm1100@rogers.com
Complex Transitional Care Department,mdm5293@gmail.com
Laboratory Services,mdmmississauga1@gmail.com
Diagnostic Imaging,mdouglas@hhhs.ca
Main Drug Mart - North York - Sheppard Ave E,mdoyon@sschs.ca
Main Drug Mart - North York - Sheppard Ave E,mdrclinics@gmail.com
Main Drug Mart - Mississauga - Duke of York Blvd,mdrugmart@yahoo.com
Highland Wood,meadowvale@lifemark.ca
Main Drug Mart - Pickering - Kingston Rd,meadowvalepharmacy@gmail.com
Lifemark Physiotherapy - Mississauga - Meadowvale Town Centre,med85026@rxhealthmed.ca
Lifemark Physiotherapy - Mississauga - Meadowvale Town Centre,medartspharmacy@lovelldrugs.com
Lifemark Physiotherapy - Mississauga - Meadowvale Town Centre,medbldpharm@gmail.com
Lifemark Physiotherapy - Mississauga - Meadowvale Town Centre,medcentral20@gmail.com
Meadowvale Pharmacy,MedCheckClinic@gmail.com
Health Treasure Pharmacy,medexpresspharm@gmail.com
Lovell Drugs - Kingston - 800 Princess St (Medical Arts Pharmacy),medi.corner@hotmail.com
Medical Building Pharmacy,medical@edinburghmedical.ca
Medcentral Pharmacy,medical@heartland-health.ca
MedCheck Walk-In Clinic,medicalcentrepharmacy@bellnet.ca
Medexpress Pharmacy,medicalcentrepharmacy@sympatico.ca
MediCorner - Stoney Creek,medicalclinicforyou@gmail.com
Edinburgh Pharmacy - Guelph,medicalct@ryerson.ca
Medical Centre Pharmacy - Windsor,medicalnorthcare@gmail.com
Medical Centre Pharmacy - Peterborough,medicaltreepharmacy@gmail.com
Elite Medical Clinic and Rehab,medicalwi2@hotmail.com
Ryerson Medical Centre,medicskinandfootcare@gmail.com
North Care Medical Pharmacy - Sudbury,medinfo@carletonsportsmed.com
Medical Tree Pharmacy,mediparkpharmacy780@gmail.com
Don Mills Medical Clinic,mediplacebloor@gmail.com
Don Mills Medical Clinic,medipluspharmacy@hotmail.com
Medic Skin and Foot Care,medipluspharmacy003@hotmail.com
Carleton University - Sports Medicine Clinic,medplace@hotmail.com
Guardian Pharmacy - Mississauga - 780 Burnhamthorpe Rd W,medplexwoodbridge@hotmail.com
Guardian Pharmacy - Etobicoke - 3300 Bloor St W,medpluspharmacy@outlook.com
Medi Plus Pharmacy 004 - Brampton - McMurchy Ave S,medscanmalton@gmail.com
Medi Plus Pharmacy 003 - Brampton - Red Maple Dr,medshoppe123@gmail.com
MedPlace Walk-in Medical Clinic,medshoppe159@gmail.com
Medplex Walk-In Clinic,medsmartpharmacy@yahoo.com
Med+ Pharmacy - A Whole Health Pharmacy - Kingston,medwellnesscentre@gmail.com
Medscan Medical Imaging - Malton,melrosephysio@pthealth.ca
Medicine Shoppe (The) - Sault Ste Marie - Second Line W (Jon's),memorialpharmasave@live.ca
PharmaChoice Pharmacy - Hamilton - Barton St E (MedSmart Pharmacy),merryfoot@cogeco.net
MedWellness Centre,Metcalfepharmacy@gmail.com
PT Health - Melrose Physiotherapy,mfht.info@mfht.ca
PT Health - Melrose Physiotherapy,mgd_mccall@extendicare.com
McCall Centre For Continuing Care,mgd_wyndhammanor@extendicare.com
McCall Centre For Continuing Care,mgirduckis@outlook.com
McCall Centre For Continuing Care,mhcwrcp@trilliumhealthpartners.ca
Wyndham Manor,mhough@caressantcare.com
Diagnostic Assessment Program (DAP),mi.clinicpharmacy02@gmail.com
Diagnostic Assessment Program (DAP),miahmed@rogers.ca
MI Clinic Pharmacy - Mississauga - Plantation Place,michelle4foot@gmail.com
Pharmasave - York - Weston Rd (Eagle Manor Pharmacy),miclinicpharmacy@gmail.com
Pharmasave - York - Weston Rd (Eagle Manor Pharmacy),millcreekpharmacy1@gmail.com
Michelle Foot Care - Etobicoke,milnerchiropractic@gmail.com
Michelle Foot Care - Etobicoke,milton.physio@lifemark.ca
MI Clinic Pharmacy - Mississauga - Erin Centre Blvd (Erin Mills Town Plaza),milton@myhealthcentre.ca
Millcreek Pharmacy,milton@originspharmacy.ca
Milner Chiropractic and Sports Injury Clinic,milvertonoutreach@knollcrestlodge.com
Lifemark Physiotherapy Derry and Bronte,misclinic@closingthegap.ca
Origins Pharmacy - Milton,mississauga@cbi.ca
Wellness for Seniors,mississauga@feetinmotion.ca
Wellness for Seniors,mississauga@lampchc.org
Feet In Motion Foot Care and Orthotics,mississauga@walkingmobilityclinics.com
Dental Health Care,mississauga@yeehong.com
Chiropody (Foot Clinic),Mississauga_PETCT@MyHealthCentre.ca
Primary Health Care,mississaugahalton@lhins.on.ca
Closing the Gap Nursing Clinic,mississaugahealthcentre@gmail.com
Acclaim Health Nursing Clinic,mississaugawellness@gmail.com
Acclaim Health Nursing Clinic,mmorgan@carefor.ca
Bayshore Home Health Nursing Clinic,mmsctoronto@gmail.com
Mississauga Health Centre,mmtcenterpharmacy@outlook.com
Mississauga Wellness - Family Practice and Walk-in Medical Clinic,mnh@ezlink.on.ca
South Stormont Community Support Services - Foot Care,mohawk@lifemark.ca
Markham McNicoll Specialist Clinic (MMSC),mona.lachance3@gmail.com
MMT Centre Pharmacy,monique.dalessio@sandfieldplace.ca
Mitchell Nursing Home,montfort@montfort.on.ca
Lifemark Physiotherapy - Hamilton - Mohawk Rd E,montgomerypharmacy@gmail.com
Lifemark Physiotherapy - Hamilton - Mohawk Rd E,moosonee@porcupinehu.on.ca
Emergency Department,morellismarkham@gmail.com
Montgomery Pharmacy,mossparkpharmacy@gmail.com
Growing Healthy Families,mostarguardian@gmail.com
Immunization and Travel,mountainclinic@ptgpharmacy.com
Sexual Health Clinic,mountainrehab@pthealth.ca
PharmaChoice - Toronto - 325 Queen St (Moss Park),mountainsiderx@gmail.com
Mostar Medical Pharmacy,mountainview_pharmacy@yahoo.ca
PTG Pharmacies - Hamilton - Upper Wentworth St (Mountain Clinic Pharmacy),mountforestpharmacy@gmail.com
pt Health - Hamilton - Mountain Physiotherapy and Rehabilitation,mountnemonursinghome@cogeco.net
pt Health - Hamilton - Mountain Physiotherapy and Rehabilitation,moveauthentically@gmail.com
Guardian Pharmacy - Burlington - Walkers Line (Mountainside Pharmacy),moylab@waaa.ca
Guardian Pharmacy - Georgetown - Mountainview Rd S (Mountainview Pharmacy),mp08@medicalpharmacies.com
Mount Forest Pharmacy,mp44@medicalpharmacies.com
Mount Nemo Christian Nursing Home,mp45@medicalpharmacies.com
Move Authentically Physiotherapy,mpalimaka@extendicare.com
Moy Medical Lab - Moy Medical Center,mpcp.pharmacy@bellnet.ca
Michaud Medical Pharmacy - Sudbury,mppharmasave@gmail.com
Medical Pharmacy - Oshawa,mpswl@yahoo.com
Medical Pharmacies - Sudbury,mrainsforth@extendicare.com
Pine Meadow Nursing Home,ms0124@store.medicineshoppe.ca
Pharmasave - North Bay - Lakeshore Dr (Marshall Park),ms0131@store.medicineshoppe.ca
Marketplace Pharmacy - Mississauga,ms0134@store.medicineshoppe.ca
Medicine Shoppe (The) - Downsview,ms0183@store.medicineshoppe.ca
Medicine Shoppe (The) - Downsview,ms0190@store.medicineshoppe.ca
Medicine Shoppe (The) - Maple - Keele St,ms0209@store.medicineshoppe.ca
Medicine Shoppe (The) - Toronto - Eglinton Ave W,ms0210@store.medicineshoppe.ca
Medicine Shoppe (The) - Toronto - Eglinton Ave W,ms0213@store.medicineshoppe.ca
Medicine Shoppe (The) - Scarborough - Bennett Rd,ms0214@store.medicineshoppe.ca
Medicine Shoppe (The) - London - Wharncliffe Rd N (Asha),ms0223@store.medicineshoppe.ca
Medicine Shoppe (The) - Oakville,ms0233@store.medicineshoppe.ca
Medicine Shoppe (The) - Caledonia - Argyle St N,ms0234@store.medicineshoppe.ca
Medicine Shoppe (The) - Cobourg,ms0256@store.medicineshoppe.ca
Medicine Shoppe (The) - St George,ms0265@store.medicineshoppe.ca
Medicine Shoppe (The) - Sault Ste Marie - Great Northern Rd,ms0275@store.medicineshoppe.ca
Medicine Shoppe Pharmacy and Compounding Centre (The) - Whitby - Thickson Rd N,ms0276@store.medicineshoppe.ca
Medicine Shoppe (The) - Grimsby,ms0289@store.medicineshoppe.ca
Medicine Shoppe (The) - North York - Sheppard Ave E,ms0297@store.medicineshoppe.ca
Medicine Shoppe (The) - North York - Sheppard Ave E,ms0299@store.medicineshoppe.ca
Medicine Shoppe Pharmacy (The) - Scarborough - Sheppard Ave,msf@monsheong.org
Medicine Shoppe Pharmacy (The) - Scarborough - Tapscott Rd,msmith@janefinchfamilyhealthteam.com
Mon Sheong Foundation - Scarborough - Long-Term Care Centre,murrayshore1@gmail.com
Mon Sheong Foundation - Scarborough - Long-Term Care Centre,mus.csashared@closingthegap.ca
Jane-Finch Family Health Team,muskratdamfirstnation@knet.ca
Murray Shore Pharmacy,muslim@muslimwelfarecentre.com
Closing the Gap Healthcare - Huntsville,mvphysio@yahoo.com
Immunization Clinic,mwilsontrider@agh-fvm.com
Nellie Fiddler Memorial Health Centre,mwong@medicalpharmacies.com
Muslim Welfare Centre - Scarborough location,mycitymedpharmacy@gmail.com
Muslim Welfare Centre - Scarborough location,mycornellpharmacy@gmail.com
Madawaska Valley Physiotherapy,mydoc@mdconnected.ca
Sarnia - Christina St N,myfamilypharmacy@hotmail.com
Sarnia - Exmouth St,myhealthpark@gmail.com
Stoney Point Site,myhospital@msh.on.ca
RxHealthMed - Brampton - Cherrycrest Dr (Riverstone Pharmacy),mypharmacy@medishop.ca
Emergency Department,mytrentonpharmacy@gmail.com
Emergency Department,myvisit@lifelabs.com
Medishop Pharmacy,nabil.gobran@thpharmacy.com
Trenton Pharmacy,nadi_aries@hotmail.com
LifeLabs - Mobile Lab Services - Simcoe,nalee@vianet.ca
LifeLabs - Mobile Lab Services - Hamilton/Burlington,nancy.watson@reveraliving.com
LifeLabs - Mobile Lab Services - St Catharines,NapaneeFamilyFirstChiropractic@gmail.com
Total Health Pharmacy - Bolton - Hwy 50,napaneefootcare@gmail.com
Guardian Pharmacy - Windsor - Lanoue St (Tecumseh Pharmacy Plus),napphysio@gmail.com
Sumac Lodge,nathanpharmacy@gmail.com
Napanee Family First Chiropractic,natthanpharmacy@gmail.com
Napanee Footcare - Clinic and In Home,naturalhealth@truewellbeing.ca
Napanee Physiotherapy - OHIP Insured Physiotherapy Clinic,nbdisp@robpharm.ca
Napanee Physiotherapy - OHIP Insured Physiotherapy Clinic,ncdentalclinic@niagaracollege.ca
Guardian Pharmacy - Brampton - Clarence St (Nathan),nchc@kwic.com
Leamington Wellness Pharmacy,ncleroux@toh.on.ca
Pharmasave - North Bay - Trout Lake Rd (Robinson's),neal.andrews@activearches.com
Academic Family Health Team - Riverside Campus,nebomedicalcentre@gmail.com
Active Arches Foot Clinic,neurologic.stlaurent@lifemark.ca
Active Arches Foot Clinic,neurologic@lifemark.ca
Active Arches Foot Clinic,newburghclinic@gmail.com
Nebo Medical Centre,newdaypeterborough@live.ca
Pharmacy,newdaypharmacy@live.ca
Lifemark Neurologic Physiotherapy,newhamburg@cooksrx.ca
NeuroLogic Physiotherapy and the Centre for Myofascial Release - Ottawa - Northside Rd,newhopephysio@gmail.com
New Day Pharmacy,newlifefamilypharmacy@gmail.com
Cook's Pharmacy (New Hamburg - Huron St),newvisionchiropractic@gmail.com
New Hope Physiotherapy and Rehab Centre - East Brampton,nhanif@rogers.com
New Hope Physiotherapy and Rehab Centre - Malton,nhatrangdrug@gmail.com
New Life Family Pharmacy,nhfamilypharmacy@gmail.com
New Vision Chiropractic,niagara.physiotherapy@gmail.com
Nhatrang Drug Mart,niagara@cbi.ca
Nhatrang Drug Mart,niagara@medcareclinics.com
Niagara Physiotherapy and Sports Clinic,niagara@medcaredrugmart.com
Niagara Physiotherapy and Sports Clinic,niagarahealthcentrepharmacy@gmail.com
CBI Health Centre - Niagara Falls Portage,nicola.elpc@gmail.com
MedCare Clinics - Niagara Falls,nicola@diamondphysiotherapy.ca
MedCare Clinics - Niagara Falls,nikitan@affordinhomecare.ca
MedCare Drug Mart - Niagara Square,nipissingpharmacy@eastlink.ca
Niagara Health Centre Pharmacy,nlishchyna@cmcc.ca
PharmaChoice - Elliot Lake Health Center,norbaypharmacy@hotmail.com
Diamond Physiotherapy,norpharm@golden.net
A1_Senior care - Scarborough,northbayguardian@gmail.com
PharmaChoice - Verner (Nipissing Pharmacy),northcariboulakefirstnation@knet.ca
Walk-in Clinic - Telemedicine,northeastphysiotherapyinc@bellnet.ca
Norfolk Pharmacy and Surgical Supplies,northernshorespharmacy@gmail.com
Guardian Pharmacy - North Bay - Algonquin Ave,northland@niagararegion.ca
Immunization Clinic,northlondon.pharmacy@gmail.com
Sena Memorial Nursing Station,northparknursinghome@rogers.com
North East Physiotherapy Clinic,northparkpharmacywaterloo@gmail.com
Northern Shores Pharmacy - North Bay,northridge@reveraliving.com
North Park Nursing Home,northtorontomedical@gmail.com
NorthPark Pharmacy,northvillepharm@on.aibn.com
Northridge Long Term Care Centre,northwood.lodge@kenoradistricthomes.ca
Northridge Long Term Care Centre,northyork@lifemark.ca
District of Kenora Home for the Aged - Red Lake - Northwood Lodge - Northwood Lodge Long Term Care Facility,northyorkfootcareclinic@outlook.com
LifeMark Physiotheraphy - North York,norwood@allstream.net
LifeMark Physiotheraphy - North York,npcentre86@gmail.com
LifeMark Physiotheraphy - North York,nrltc@nrltc.ca
LifeMark Physiotheraphy - North York,nrs@neurorehab.ca
Rosenwald,nsm.healthline@lhins.on.ca
Norfolk Physiotherapy Centre,ntorehab@gmail.com
Neuro-Rehab Services,nurse@yourfootcarenurse.ca
North Simcoe Muskoka Local Health Integration Network - Barrie - Lakeside Ter - Home and Community Care - Community Nursing Clinic,nyfht705@rogers.com
North Simcoe Muskoka Local Health Integration Network - Barrie - Bradford St - Home and Community Care - Community Nursing Clinic,oacc@uhn.ca
NTO Wellness and Rehab Centre,oakterrace@reveraliving.com
NTO Wellness and Rehab Centre,oakville@lifemark.ca
Your Foot Nurse - Mobile Foot Care Nurse Services,oakville@trianglephysiotherapy.com
Duncan Mill Rd Site - Drs Greiver,oakville@werkman.ca
Older Adults with Cancer Clinic,oakvillerehabilitation@on.aibn.com
Lifemark Physiotherapy Lakeshore - Oakville,oasis_health@yahoo.ca
Triangle Physiotherapy - Oakville,obspwoodbridge@bluewaterimaging.ca
Oakville Physiotherapy Centre,oconnor@healthshieldpharmacy.com
Oakville Physiotherapy Centre,oconnor_clinic@rogers.com
Ontario Breast Screening Program,office@agmclinic.ca
HealthShield Pharmacy - Toronto - 939 O'Connor Dr,office@apexperformancetraining.com
O'Connor Rehab and Wellness Clinic,office@ec-orthotics-td.com
O'Connor Rehab and Wellness Clinic,office@goldendawn.ca
Ansley Grove Medical Centre - Walk-In and Family Clinic and Lab and Cardiac Testing,office@healthpointmedicine.ca
Apex Centre,office@idlewyldmanor.com
EC Orthotics - TD Tower - Foot Clinic,office@iggh.org
Heal+hpoint Mrdicine - Bramalea Walk In Clinic,office@masseyclinic.ca
Heal+hpoint Medicine - Lionhead Walk In Clinic,office@mccarthychiro.ca
McCarthy Chiropractic Clinic,office@parkwoodmh.com
McCarthy Chiropractic Clinic,office@seochc.on.ca
McCarthy Chiropractic Clinic,office@yorkcountyphysiotherapy.com
McCarthy Chiropractic Clinic,office_pmp@rogers.com
McCarthy Chiropractic Clinic,officemanager@professionalphysiotherapy.ca
Parkwood Mennonite Home,oldparkpharmacy@gmail.com
Community Support Services  - Foot Care Services,oliver@gooddoctors.ca
York County Physiotherapy and Sports Injuries Clinic,omg.imaging@gmail.com
Preston Medical Pharmacy,omni-westlaketerrace@omniway.ca
Professional Physiotherapy and Sports Clinic and In-home Visits,onmainpharmacy@gmail.com
Old Park Pharmacy,on-scheduling@bayshore.ca
Premier Imaging,onyxmedicalcentre@gmail.com
OMNI - West Lake Terrace - Picton - Long-Term Care Home,oralhealthclinic@georgiancollege.ca
Pharmacy on Main,orangeville@eramosaphysio.com
Infusion Clinic,Orangeville@MyHealthCentre.ca
Infusion Clinic,orangevillefamilyfootcare@rogers.com
Onyx Urgent Care - Waterloo,orangevilleimaging@gmail.com
Georgian College - Barrie Campus - Bldg M - Room M141 - Oral Health Clinic,orangevillepharmacy1@gmail.com
GLA:D Canada - Eramosa Physiotherapy Association - Orangeville,orchardvillaltc@southbridgecare.ca
MyHealth Centre - Orangeville - Cardiology and Diagnostic Imaging,orilliapharmacy@rogers.com
Orangeville Family Footcare,orleans@acpottawa.ca
MIC Medical Imaging - Orangeville,ortho-dynamics@bellnet.ca
Orangeville Pharmacy,orthoticexpert@footspecialist.ca
Orchard Villa Long Term Care - Pickering,ortonparkpharmacy@yahoo.ca
Orillia Pharmacy,osc.admin@sleepcarecanada.com
ActiveCARE Physiotherapy - Orl??ans,oscr@oakvilleseniors.com
Custom Ortho-Dynamics,OSGOODEPHARMACY@GMAIL.COM
McRae Foot Health Centre,oshawa.parkroad@lifemark.ca
Oshawa Diagnostic Imaging,ottawaphysiotherapy@gmail.com
Oshawa Vascular Laboratory,outreachservices@glebecentre.ca
Oshawa Vascular Laboratory and Ultrasound Imaging,overleapharmacy@gmail.com
Ottawa and District Physiotherapy Clinic,oxchc@oxchc.ca
Glebe Centre (The) - Ottawa - Bank St - Abbotsford House - Seniors Outreach Services - Foot Care Service,ozvaldfootclinic@bellnet.ca
Oxbury Pharmacy,paincarephysio@yahoo.ca
Ozvald Foot Clinic and Orthotics,paisleypharmacy@eastlink.ca
Pacific Pharmacy,paleodna@lakeheadu.ca
Paincare Physio and Foot Clinic - Hullmark Centre Clinic,panaceastaff@gmail.com
Paincare Physio and Foot Clinic - Hullmark Centre Clinic,parentavenuepharmacy@hotmail.com
Paincare Physio and Foot Clinic - Peanut Plaza Clinic,parkerhillphysio@gmail.com
Guardian Pharmacy - Paisley,parspharmacy@gmail.com
Lakehead University - Paleo-DNA Laboratory,pat.allwell@gmail.com
Panacea Pharmacy,Patient.Relations@thp.ca
Trillium Health Partners - Credit Valley Hospital,patient.relationscvh@trilliumhealthpartners.ca
Carlo Fidani Regional Cancer Centre,Patient.RelationsMH@trilliumhealthpartners.ca
Diabetes Management Centre,Patients.Relations@thp.ca
Inpatient Oncology,patrick.berrey@kenoradistricthomes.ca
Emergency Department,paulleszner@rogers.com
Diagnostic Imaging,paulspharmacy@cogeco.net
Complex Continuing Care Unit,PBeverley@southbridgecare.ca
The Courtyard,pburtenshawlalonde@maxvillemanor.ca
District of Kenora Home for the Aged - Dryden - Princess Court - Princess Court Long Term Care Facility,pc@medcareclinics.com
Paul's Lenadco Pharmacy,PCCadmin@universalcareinc.ca
Marochel Manor,pccpmed@gmail.com
Maxville Manor - Seniors Outreach Services - Foot Care Services,pch524@pharmachoice.com
MedCare Clinics - St Catharines - Glendale Ave (Pen Centre),pch535@pharmachoice.com
